,Rule,Transaction,Antecedent,Consequent,Support,Confidence,Lift
935,"{Moderate_High school or higher,Moderate_White population -> Low_Noise}","['Moderate_High school or higher,Moderate_White population', 'Low_Noise']","Moderate_High school or higher,Moderate_White population",Low_Noise,0.10483242400623538,0.8635634028892455,0.996359573657286
936,"{Moderate_atm,Low_Noise -> Moderate_bank}","['Moderate_atm,Low_Noise', 'Moderate_bank']","Moderate_atm,Low_Noise",Moderate_bank,0.14341387373343725,0.6042692939244663,1.682642439728899
937,"{Moderate_bank,Moderate_atm -> Low_Noise}","['Moderate_bank,Moderate_atm', 'Low_Noise']","Moderate_bank,Moderate_atm",Low_Noise,0.14341387373343725,0.9075215782983971,1.047077504457593
938,"{Moderate_bar,Moderate_atm -> Low_Noise}","['Moderate_bar,Moderate_atm', 'Low_Noise']","Moderate_bar,Moderate_atm",Low_Noise,0.11730319563522992,0.8998505231689088,1.0382268176490197
939,"{Moderate_beauty_salon,Moderate_atm -> Low_Noise}","['Moderate_beauty_salon,Moderate_atm', 'Low_Noise']","Moderate_beauty_salon,Moderate_atm",Low_Noise,0.11652377240841777,0.9143730886850152,1.05498261940906
940,"{Moderate_bus_station,Moderate_atm -> Low_Noise}","['Moderate_bus_station,Moderate_atm', 'Low_Noise']","Moderate_bus_station,Moderate_atm",Low_Noise,0.11048324240062354,0.9086538461538461,1.048383889042612
941,"{Moderate_atm,Low_Noise -> Moderate_cafe}","['Moderate_atm,Low_Noise', 'Moderate_cafe']","Moderate_atm,Low_Noise",Moderate_cafe,0.12879968823070928,0.5426929392446633,1.9421897937263686
942,"{Moderate_cafe,Low_Noise -> Moderate_atm}","['Moderate_cafe,Low_Noise', 'Moderate_atm']","Moderate_cafe,Low_Noise",Moderate_atm,0.12879968823070928,0.5135975135975136,1.916932683478138
943,"{Moderate_cafe,Moderate_atm -> Low_Noise}","['Moderate_cafe,Moderate_atm', 'Low_Noise']","Moderate_cafe,Moderate_atm",Low_Noise,0.12879968823070928,0.9155124653739612,1.056297206002511
944,"{Moderate_gym,Moderate_atm -> Low_Noise}","['Moderate_gym,Moderate_atm', 'Low_Noise']","Moderate_gym,Moderate_atm",Low_Noise,0.11301636788776305,0.9048361934477378,1.043979169238712
945,"{Moderate_school,Moderate_atm -> Low_Noise}","['Moderate_school,Moderate_atm', 'Low_Noise']","Moderate_school,Moderate_atm",Low_Noise,0.1151597817614965,0.9134466769706336,1.0539137469004702
946,"{Moderate_bar,Low_Noise -> Moderate_bank}","['Moderate_bar,Low_Noise', 'Moderate_bank']","Moderate_bar,Low_Noise",Moderate_bank,0.1406858924395947,0.56055900621118,1.5609271947236985
947,"{Moderate_bank,Moderate_bar -> Low_Noise}","['Moderate_bank,Moderate_bar', 'Low_Noise']","Moderate_bank,Moderate_bar",Low_Noise,0.1406858924395947,0.9150823827629911,1.0558009865871563
948,"{Moderate_beauty_salon,Low_Noise -> Moderate_bank}","['Moderate_beauty_salon,Low_Noise', 'Moderate_bank']","Moderate_beauty_salon,Low_Noise",Moderate_bank,0.13250194855806702,0.5414012738853503,1.5075807583177525
949,"{Moderate_beauty_salon,Moderate_bank -> Low_Noise}","['Moderate_beauty_salon,Moderate_bank', 'Low_Noise']","Moderate_beauty_salon,Moderate_bank",Low_Noise,0.13250194855806702,0.9164420485175201,1.057369737633074
950,"{Moderate_bus_station,Low_Noise -> Moderate_bank}","['Moderate_bus_station,Low_Noise', 'Moderate_bank']","Moderate_bus_station,Low_Noise",Moderate_bank,0.1270459859703819,0.5066045066045065,1.4106860162204706
951,"{Moderate_bank,Moderate_bus_station -> Low_Noise}","['Moderate_bank,Moderate_bus_station', 'Low_Noise']","Moderate_bank,Moderate_bus_station",Low_Noise,0.1270459859703819,0.9055555555555556,1.0448091526778578
952,"{Moderate_cafe,Low_Noise -> Moderate_bank}","['Moderate_cafe,Low_Noise', 'Moderate_bank']","Moderate_cafe,Low_Noise",Moderate_bank,0.14185502727981295,0.5656565656565656,1.5751218095222437
953,"{Moderate_bank,Moderate_cafe -> Low_Noise}","['Moderate_bank,Moderate_cafe', 'Low_Noise']","Moderate_bank,Moderate_cafe",Low_Noise,0.14185502727981295,0.9145728643216081,1.0552131159394094
954,"{Moderate_gym,Low_Noise -> Moderate_bank}","['Moderate_gym,Low_Noise', 'Moderate_bank']","Moderate_gym,Low_Noise",Moderate_bank,0.1426344505066251,0.5528700906344411,1.5395167146695345
955,"{Moderate_bank,Moderate_gym -> Low_Noise}","['Moderate_bank,Moderate_gym', 'Low_Noise']","Moderate_bank,Moderate_gym",Low_Noise,0.1426344505066251,0.9003690036900369,1.0388250285380551
956,"{Moderate_school,Low_Noise -> Moderate_bank}","['Moderate_school,Low_Noise', 'Moderate_bank']","Moderate_school,Low_Noise",Moderate_bank,0.13445050662509742,0.5096011816838995,1.419030528704163
957,"{Moderate_bank,Moderate_school -> Low_Noise}","['Moderate_bank,Moderate_school', 'Low_Noise']","Moderate_bank,Moderate_school",Low_Noise,0.13445050662509742,0.9299191374663072,1.0729192925982662
958,"{Moderate_bank,bars -> Low_Noise}","['Moderate_bank,bars', 'Low_Noise']","Moderate_bank,bars",Low_Noise,0.11009353078721745,0.8732612055641421,1.007548675124815
959,"{Moderate_bank,newmexican -> Low_Noise}","['Moderate_bank,newmexican', 'Low_Noise']","Moderate_bank,newmexican",Low_Noise,0.12626656274356976,0.89875173370319,1.0369590596593459
960,"{Moderate_beauty_salon,Moderate_bar -> Low_Noise}","['Moderate_beauty_salon,Moderate_bar', 'Low_Noise']","Moderate_beauty_salon,Moderate_bar",Low_Noise,0.11184723304754482,0.9082278481012659,1.0478923822966943
961,"{Moderate_bar,Moderate_bus_station -> Low_Noise}","['Moderate_bar,Moderate_bus_station', 'Low_Noise']","Moderate_bar,Moderate_bus_station",Low_Noise,0.11087295401402962,0.9060509554140127,1.0453807336296568
962,"{Moderate_bar,Low_Noise -> Moderate_cafe}","['Moderate_bar,Low_Noise', 'Moderate_cafe']","Moderate_bar,Low_Noise",Moderate_cafe,0.1328916601714731,0.5295031055900621,1.8949860096849365
963,"{Moderate_cafe,Low_Noise -> Moderate_bar}","['Moderate_cafe,Low_Noise', 'Moderate_bar']","Moderate_cafe,Low_Noise",Moderate_bar,0.1328916601714731,0.5299145299145298,1.8614109291727359
964,"{Moderate_bar,Moderate_cafe -> Low_Noise}","['Moderate_bar,Moderate_cafe', 'Low_Noise']","Moderate_bar,Moderate_cafe",Low_Noise,0.1328916601714731,0.910547396528705,1.0505686238725975
965,"{Moderate_bar,Moderate_gym -> Low_Noise}","['Moderate_bar,Moderate_gym', 'Low_Noise']","Moderate_bar,Moderate_gym",Low_Noise,0.12451286048324241,0.9050991501416431,1.0442825626184606
966,"{Moderate_bar,Moderate_school -> Low_Noise}","['Moderate_bar,Moderate_school', 'Low_Noise']","Moderate_bar,Moderate_school",Low_Noise,0.11554949337490257,0.9179566563467493,1.0591172572777692
967,"{Moderate_beauty_salon,Moderate_bus_station -> Low_Noise}","['Moderate_beauty_salon,Moderate_bus_station', 'Low_Noise']","Moderate_beauty_salon,Moderate_bus_station",Low_Noise,0.10463756819953235,0.921097770154374,1.0627414020755952
968,"{Moderate_beauty_salon,Moderate_cafe -> Low_Noise}","['Moderate_beauty_salon,Moderate_cafe', 'Low_Noise']","Moderate_beauty_salon,Moderate_cafe",Low_Noise,0.11730319563522992,0.9318885448916409,1.0751915495467403
969,"{Moderate_beauty_salon,Low_Noise -> Moderate_gym}","['Moderate_beauty_salon,Low_Noise', 'Moderate_gym']","Moderate_beauty_salon,Low_Noise",Moderate_gym,0.12392829306313329,0.5063694267515924,1.7440858376437396
970,"{Moderate_beauty_salon,Moderate_gym -> Low_Noise}","['Moderate_beauty_salon,Moderate_gym', 'Low_Noise']","Moderate_beauty_salon,Moderate_gym",Low_Noise,0.12392829306313329,0.9177489177489179,1.0588775732660627
971,"{Moderate_beauty_salon,Moderate_school -> Low_Noise}","['Moderate_beauty_salon,Moderate_school', 'Low_Noise']","Moderate_beauty_salon,Moderate_school",Low_Noise,0.12042088854247857,0.9223880597014926,1.064230108450553
972,"{Moderate_bus_station,Moderate_cafe -> Low_Noise}","['Moderate_bus_station,Moderate_cafe', 'Low_Noise']","Moderate_bus_station,Moderate_cafe",Low_Noise,0.11340607950116914,0.913657770800628,1.0541573021018038
973,"{Moderate_gym,Moderate_bus_station -> Low_Noise}","['Moderate_gym,Moderate_bus_station', 'Low_Noise']","Moderate_gym,Moderate_bus_station",Low_Noise,0.10327357755261107,0.8952702702702703,1.0329422272992417
974,"{Moderate_school,Moderate_bus_station -> Low_Noise}","['Moderate_school,Moderate_bus_station', 'Low_Noise']","Moderate_school,Moderate_bus_station",Low_Noise,0.11808261886204209,0.9167927382753404,1.0577743554022137
975,"{Moderate_gym,Moderate_cafe -> Low_Noise}","['Moderate_gym,Moderate_cafe', 'Low_Noise']","Moderate_gym,Moderate_cafe",Low_Noise,0.12081060015588464,0.9185185185185185,1.0597655209166001
976,"{Moderate_school,Moderate_cafe -> Low_Noise}","['Moderate_school,Moderate_cafe', 'Low_Noise']","Moderate_school,Moderate_cafe",Low_Noise,0.12003117692907249,0.929110105580694,1.0719858502338402
977,"{Moderate_school,Moderate_gym -> Low_Noise}","['Moderate_school,Moderate_gym', 'Low_Noise']","Moderate_school,Moderate_gym",Low_Noise,0.11632891660171474,0.9142419601837674,1.0548313263631057
978,"{Moderate_gym,newmexican -> Low_Noise}","['Moderate_gym,newmexican', 'Low_Noise']","Moderate_gym,newmexican",Low_Noise,0.10132501948558068,0.901213171577123,1.0397990100120942
979,"{Moderate_school,newmexican -> Low_Noise}","['Moderate_school,newmexican', 'Low_Noise']","Moderate_school,newmexican",Low_Noise,0.1015198752922837,0.9124343257443082,1.0527457193614636
980,"{Super many_atm,NY -> Low_Noise}","['Super many_atm,NY', 'Low_Noise']","Super many_atm,NY",Low_Noise,0.10327357755261107,0.8346456692913387,0.9629949583640175
981,"{Super many_beauty_salon,NY -> Low_Noise}","['Super many_beauty_salon,NY', 'Low_Noise']","Super many_beauty_salon,NY",Low_Noise,0.10366328916601715,0.8431061806656102,0.9727565016132894
982,"{Super many_gym,Low_Noise -> NY}","['Super many_gym,Low_Noise', 'NY']","Super many_gym,Low_Noise",NY,0.10561184723304755,0.5387673956262425,2.1891957833364026
983,"{Super many_gym,NY -> Low_Noise}","['Super many_gym,NY', 'Low_Noise']","Super many_gym,NY",Low_Noise,0.10561184723304755,0.8482003129890454,0.9786339942130803
984,"{NY,Low_Noise -> Super many_school}","['NY,Low_Noise', 'Super many_school']","NY,Low_Noise",Super many_school,0.12724084177708495,0.6012891344383057,2.4297762503443976
985,"{Super many_school,Low_Noise -> NY}","['Super many_school,Low_Noise', 'NY']","Super many_school,Low_Noise",NY,0.12724084177708495,0.6102803738317756,2.479777417660073
986,"{Super many_school,NY -> Low_Noise}","['Super many_school,NY', 'Low_Noise']","Super many_school,NY",Low_Noise,0.12724084177708495,0.8524804177545692,0.9835722805567556
987,"{Super many_Graduate or professional degree,Low_Noise -> Super many_High school or higher}","['Super many_Graduate or professional degree,Low_Noise', 'Super many_High school or higher']","Super many_Graduate or professional degree,Low_Noise",Super many_High school or higher,0.12821512081060016,0.6020128087831657,2.4696480692847373
988,"{Super many_High school or higher,Low_Noise -> Super many_Graduate or professional degree}","['Super many_High school or higher,Low_Noise', 'Super many_Graduate or professional degree']","Super many_High school or higher,Low_Noise",Super many_Graduate or professional degree,0.12821512081060016,0.6098239110287303,2.4546010285485838
989,"{Super many_Graduate or professional degree,Super many_High school or higher -> Low_Noise}","['Super many_Graduate or professional degree,Super many_High school or higher', 'Low_Noise']","Super many_Graduate or professional degree,Super many_High school or higher",Low_Noise,0.12821512081060016,0.851228978007762,0.9821283981870131
990,"{Super many_Graduate or professional degree,Super many_cafe -> Low_Noise}","['Super many_Graduate or professional degree,Super many_cafe', 'Low_Noise']","Super many_Graduate or professional degree,Super many_cafe",Low_Noise,0.10015588464536243,0.8384991843393148,0.9674410553123569
991,"{Super many_High school or higher,Low_Noise -> Super many_White population}","['Super many_High school or higher,Low_Noise', 'Super many_White population']","Super many_High school or higher,Low_Noise",Super many_White population,0.12178487918939984,0.5792400370713624,2.3169601482854496
992,"{Super many_White population,Low_Noise -> Super many_High school or higher}","['Super many_White population,Low_Noise', 'Super many_High school or higher']","Super many_White population,Low_Noise",Super many_High school or higher,0.12178487918939984,0.5676657584014532,2.328745541259998
993,"{Super many_White population,Super many_High school or higher -> Low_Noise}","['Super many_White population,Super many_High school or higher', 'Low_Noise']","Super many_White population,Super many_High school or higher",Low_Noise,0.12178487918939984,0.8549931600547195,0.9864714247753643
994,"{Super many_atm,Low_Noise -> Super many_bank}","['Super many_atm,Low_Noise', 'Super many_bank']","Super many_atm,Low_Noise",Super many_bank,0.16543257989088075,0.787569573283859,3.3211232950638987
995,"{Super many_bank,Low_Noise -> Super many_atm}","['Super many_bank,Low_Noise', 'Super many_atm']","Super many_bank,Low_Noise",Super many_atm,0.16543257989088075,0.8266796494644596,3.3067185978578384
996,"{Super many_atm,Super many_bank -> Low_Noise}","['Super many_atm,Super many_bank', 'Low_Noise']","Super many_atm,Super many_bank",Low_Noise,0.16543257989088075,0.8414271555996037,0.9708192811459456
997,"{Super many_atm,Low_Noise -> Super many_bar}","['Super many_atm,Low_Noise', 'Super many_bar']","Super many_atm,Low_Noise",Super many_bar,0.1671862821512081,0.7959183673469387,3.22642421897669
998,"{Super many_bar,Low_Noise -> Super many_atm}","['Super many_bar,Low_Noise', 'Super many_atm']","Super many_bar,Low_Noise",Super many_atm,0.1671862821512081,0.8056338028169013,3.2225352112676053
999,"{Super many_atm,Super many_bar -> Low_Noise}","['Super many_atm,Super many_bar', 'Low_Noise']","Super many_atm,Super many_bar",Low_Noise,0.1671862821512081,0.8370731707317073,0.9657957536409896
1000,"{Super many_atm,Low_Noise -> Super many_beauty_salon}","['Super many_atm,Low_Noise', 'Super many_beauty_salon']","Super many_atm,Low_Noise",Super many_beauty_salon,0.14321901792673422,0.6818181818181819,2.770459943856619
1001,"{Super many_beauty_salon,Low_Noise -> Super many_atm}","['Super many_beauty_salon,Low_Noise', 'Super many_atm']","Super many_beauty_salon,Low_Noise",Super many_atm,0.14321901792673422,0.6875584658559402,2.7502338634237606
1002,"{Super many_atm,Super many_beauty_salon -> Low_Noise}","['Super many_atm,Super many_beauty_salon', 'Low_Noise']","Super many_atm,Super many_beauty_salon",Low_Noise,0.14321901792673422,0.8286358511837656,0.9560609685870245
1003,"{Super many_atm,Low_Noise -> Super many_bus_station}","['Super many_atm,Low_Noise', 'Super many_bus_station']","Super many_atm,Low_Noise",Super many_bus_station,0.13795791114575215,0.6567717996289425,2.7764026982666663
1004,"{Super many_bus_station,Low_Noise -> Super many_atm}","['Super many_bus_station,Low_Noise', 'Super many_atm']","Super many_bus_station,Low_Noise",Super many_atm,0.13795791114575215,0.6833976833976835,2.733590733590734
1005,"{Super many_atm,Super many_bus_station -> Low_Noise}","['Super many_atm,Super many_bus_station', 'Low_Noise']","Super many_atm,Super many_bus_station",Low_Noise,0.13795791114575215,0.8448687350835322,0.9747900963238956
1006,"{Super many_atm,Low_Noise -> Super many_cafe}","['Super many_atm,Low_Noise', 'Super many_cafe']","Super many_atm,Low_Noise",Super many_cafe,0.17283710054559626,0.8228200371057514,3.2912801484230054
1007,"{Super many_cafe,Low_Noise -> Super many_atm}","['Super many_cafe,Low_Noise', 'Super many_atm']","Super many_cafe,Low_Noise",Super many_atm,0.17283710054559626,0.8175115207373271,3.2700460829493085
1008,"{Super many_atm,Super many_cafe -> Low_Noise}","['Super many_atm,Super many_cafe', 'Low_Noise']","Super many_atm,Super many_cafe",Low_Noise,0.17283710054559626,0.8431558935361216,0.9728138591788166
1009,"{Super many_atm,Low_Noise -> Super many_gym}","['Super many_atm,Low_Noise', 'Super many_gym']","Super many_atm,Low_Noise",Super many_gym,0.14049103663289167,0.6688311688311689,2.884404670959293
1010,"{Super many_gym,Low_Noise -> Super many_atm}","['Super many_gym,Low_Noise', 'Super many_atm']","Super many_gym,Low_Noise",Super many_atm,0.14049103663289167,0.7166998011928429,2.8667992047713717
1011,"{Super many_atm,Super many_gym -> Low_Noise}","['Super many_atm,Super many_gym', 'Low_Noise']","Super many_atm,Super many_gym",Low_Noise,0.14049103663289167,0.8287356321839081,0.9561760936078724
1012,"{Super many_atm,Low_Noise -> Super many_school}","['Super many_atm,Low_Noise', 'Super many_school']","Super many_atm,Low_Noise",Super many_school,0.1529618082618862,0.7282003710575139,2.9426175624150877
1013,"{Super many_school,Low_Noise -> Super many_atm}","['Super many_school,Low_Noise', 'Super many_atm']","Super many_school,Low_Noise",Super many_atm,0.1529618082618862,0.7336448598130841,2.9345794392523366
1014,"{Super many_atm,Super many_school -> Low_Noise}","['Super many_atm,Super many_school', 'Low_Noise']","Super many_atm,Super many_school",Low_Noise,0.1529618082618862,0.8298097251585623,0.9574153573547082
1015,"{Super many_bank,Low_Noise -> Super many_bar}","['Super many_bank,Low_Noise', 'Super many_bar']","Super many_bank,Low_Noise",Super many_bar,0.14243959469992207,0.711781888997079,2.885359126645347
1016,"{Super many_bar,Low_Noise -> Super many_bank}","['Super many_bar,Low_Noise', 'Super many_bank']","Super many_bar,Low_Noise",Super many_bank,0.14243959469992207,0.6863849765258216,2.8944352502304986
1017,"{Super many_bank,Super many_bar -> Low_Noise}","['Super many_bank,Super many_bar', 'Low_Noise']","Super many_bank,Super many_bar",Low_Noise,0.14243959469992207,0.8402298850574713,0.9694378979574961
1018,"{Super many_bank,Low_Noise -> Super many_beauty_salon}","['Super many_bank,Low_Noise', 'Super many_beauty_salon']","Super many_bank,Low_Noise",Super many_beauty_salon,0.1348402182385035,0.6738072054527751,2.7379086131303576
1019,"{Super many_beauty_salon,Low_Noise -> Super many_bank}","['Super many_beauty_salon,Low_Noise', 'Super many_bank']","Super many_beauty_salon,Low_Noise",Super many_bank,0.1348402182385035,0.6473339569691301,2.72975995658634
1020,"{Super many_bank,Super many_beauty_salon -> Low_Noise}","['Super many_bank,Super many_beauty_salon', 'Low_Noise']","Super many_bank,Super many_beauty_salon",Low_Noise,0.1348402182385035,0.8307322929171669,0.9584797947956161
1021,"{Super many_bank,Low_Noise -> Super many_bus_station}","['Super many_bank,Low_Noise', 'Super many_bus_station']","Super many_bank,Low_Noise",Super many_bus_station,0.11360093530787217,0.5676728334956183,2.3997503966223337
1022,"{Super many_bus_station,Low_Noise -> Super many_bank}","['Super many_bus_station,Low_Noise', 'Super many_bank']","Super many_bus_station,Low_Noise",Super many_bank,0.11360093530787217,0.5627413127413128,2.373038962192619
1023,"{Super many_bank,Super many_bus_station -> Low_Noise}","['Super many_bank,Super many_bus_station', 'Low_Noise']","Super many_bank,Super many_bus_station",Low_Noise,0.11360093530787217,0.8437047756874095,0.9734471467688367
1024,"{Super many_bank,Low_Noise -> Super many_cafe}","['Super many_bank,Low_Noise', 'Super many_cafe']","Super many_bank,Low_Noise",Super many_cafe,0.15335151987529227,0.7663096397273612,3.065238558909445
1025,"{Super many_cafe,Low_Noise -> Super many_bank}","['Super many_cafe,Low_Noise', 'Super many_bank']","Super many_cafe,Low_Noise",Super many_bank,0.15335151987529227,0.7253456221198157,3.0587294434830685
1026,"{Super many_bank,Super many_cafe -> Low_Noise}","['Super many_bank,Super many_cafe', 'Low_Noise']","Super many_bank,Super many_cafe",Low_Noise,0.15335151987529227,0.8435155412647374,0.9732288124484335
1027,"{Super many_bank,Low_Noise -> Super many_gym}","['Super many_bank,Low_Noise', 'Super many_gym']","Super many_bank,Low_Noise",Super many_gym,0.12763055339049104,0.6377799415774099,2.7504929917439225
1028,"{Super many_gym,Low_Noise -> Super many_bank}","['Super many_gym,Low_Noise', 'Super many_bank']","Super many_gym,Low_Noise",Super many_bank,0.12763055339049104,0.651093439363817,2.745613418911347
1029,"{Super many_bank,Super many_gym -> Low_Noise}","['Super many_bank,Super many_gym', 'Low_Noise']","Super many_bank,Super many_gym",Low_Noise,0.12763055339049104,0.8333333333333334,0.9614808153477219
1030,"{Super many_bank,Low_Noise -> Super many_school}","['Super many_bank,Low_Noise', 'Super many_school']","Super many_bank,Low_Noise",Super many_school,0.12607170693686673,0.6299902629016554,2.5457559285128313
1031,"{Super many_school,Low_Noise -> Super many_bank}","['Super many_school,Low_Noise', 'Super many_bank']","Super many_school,Low_Noise",Super many_bank,0.12607170693686673,0.6046728971962617,2.5498613873551483
1032,"{Super many_bank,Super many_school -> Low_Noise}","['Super many_bank,Super many_school', 'Low_Noise']","Super many_bank,Super many_school",Low_Noise,0.12607170693686673,0.8273657289002558,0.9545955307365362
1033,"{Super many_bar,Low_Noise -> Super many_beauty_salon}","['Super many_bar,Low_Noise', 'Super many_beauty_salon']","Super many_bar,Low_Noise",Super many_beauty_salon,0.13230709275136399,0.6375586854460094,2.5906185064995406
1034,"{Super many_beauty_salon,Low_Noise -> Super many_bar}","['Super many_beauty_salon,Low_Noise', 'Super many_bar']","Super many_beauty_salon,Low_Noise",Super many_bar,0.13230709275136399,0.6351730589335828,2.5748089561193894
1035,"{Super many_bar,Super many_beauty_salon -> Low_Noise}","['Super many_bar,Super many_beauty_salon', 'Low_Noise']","Super many_bar,Super many_beauty_salon",Low_Noise,0.13230709275136399,0.8270401948842875,0.9542199370832202
1036,"{Super many_bar,Low_Noise -> Super many_bus_station}","['Super many_bar,Low_Noise', 'Super many_bus_station']","Super many_bar,Low_Noise",Super many_bus_station,0.13347622759158223,0.6431924882629109,2.718998228801696
1037,"{Super many_bus_station,Low_Noise -> Super many_bar}","['Super many_bus_station,Low_Noise', 'Super many_bar']","Super many_bus_station,Low_Noise",Super many_bar,0.13347622759158223,0.6611969111969113,2.680302170823498
1038,"{Super many_bar,Super many_bus_station -> Low_Noise}","['Super many_bar,Super many_bus_station', 'Low_Noise']","Super many_bar,Super many_bus_station",Low_Noise,0.13347622759158223,0.8415233415233416,0.9709302582504022
1039,"{Super many_bar,Low_Noise -> Super many_cafe}","['Super many_bar,Low_Noise', 'Super many_cafe']","Super many_bar,Low_Noise",Super many_cafe,0.18004676539360873,0.8676056338028169,3.4704225352112674
1040,"{Super many_cafe,Low_Noise -> Super many_bar}","['Super many_cafe,Low_Noise', 'Super many_bar']","Super many_cafe,Low_Noise",Super many_bar,0.18004676539360873,0.8516129032258064,3.452193854150741
1041,"{Super many_bar,Super many_cafe -> Low_Noise}","['Super many_bar,Super many_cafe', 'Low_Noise']","Super many_bar,Super many_cafe",Low_Noise,0.18004676539360873,0.8407643312101911,0.970054529624708
1042,"{Super many_bar,Low_Noise -> Super many_gym}","['Super many_bar,Low_Noise', 'Super many_gym']","Super many_bar,Low_Noise",Super many_gym,0.14555728760717068,0.7014084507042253,3.024897621020239
1043,"{Super many_gym,Low_Noise -> Super many_bar}","['Super many_gym,Low_Noise', 'Super many_bar']","Super many_gym,Low_Noise",Super many_bar,0.14555728760717068,0.7425447316103378,3.0100628456747662
1044,"{Super many_bar,Super many_gym -> Low_Noise}","['Super many_bar,Super many_gym', 'Low_Noise']","Super many_bar,Super many_gym",Low_Noise,0.14555728760717068,0.8263274336283185,0.9533975695549755
1045,"{Super many_bar,Low_Noise -> Super many_school}","['Super many_bar,Low_Noise', 'Super many_school']","Super many_bar,Low_Noise",Super many_school,0.1465315666406859,0.7061032863849765,2.853324461202913
1046,"{Super many_school,Low_Noise -> Super many_bar}","['Super many_school,Low_Noise', 'Super many_bar']","Super many_school,Low_Noise",Super many_bar,0.1465315666406859,0.702803738317757,2.8489642851869896
1047,"{Super many_bar,Super many_school -> Low_Noise}","['Super many_bar,Super many_school', 'Low_Noise']","Super many_bar,Super many_school",Low_Noise,0.1465315666406859,0.8227571115973742,0.9492782141901359
1048,"{Super many_beauty_salon,Low_Noise -> Super many_bus_station}","['Super many_beauty_salon,Low_Noise', 'Super many_bus_station']","Super many_beauty_salon,Low_Noise",Super many_bus_station,0.11340607950116914,0.5444340505144996,2.301511982899845
1049,"{Super many_bus_station,Low_Noise -> Super many_beauty_salon}","['Super many_bus_station,Low_Noise', 'Super many_beauty_salon']","Super many_bus_station,Low_Noise",Super many_beauty_salon,0.11340607950116914,0.5617760617760619,2.2826878456332143
1050,"{Super many_beauty_salon,Super many_bus_station -> Low_Noise}","['Super many_beauty_salon,Super many_bus_station', 'Low_Noise']","Super many_beauty_salon,Super many_bus_station",Low_Noise,0.11340607950116914,0.848396501457726,0.978860351951675
1051,"{Super many_beauty_salon,Low_Noise -> Super many_cafe}","['Super many_beauty_salon,Low_Noise', 'Super many_cafe']","Super many_beauty_salon,Low_Noise",Super many_cafe,0.13990646921278255,0.6716557530402245,2.686623012160898
1052,"{Super many_cafe,Low_Noise -> Super many_beauty_salon}","['Super many_cafe,Low_Noise', 'Super many_beauty_salon']","Super many_cafe,Low_Noise",Super many_beauty_salon,0.13990646921278255,0.6617511520737328,2.6889207541111615
1053,"{Super many_beauty_salon,Super many_cafe -> Low_Noise}","['Super many_beauty_salon,Super many_cafe', 'Low_Noise']","Super many_beauty_salon,Super many_cafe",Low_Noise,0.13990646921278255,0.8348837209302326,0.9632696168646478
1054,"{Super many_beauty_salon,Low_Noise -> Super many_gym}","['Super many_beauty_salon,Low_Noise', 'Super many_gym']","Super many_beauty_salon,Low_Noise",Super many_gym,0.1406858924395947,0.675397567820393,2.912722956348115
1055,"{Super many_gym,Low_Noise -> Super many_beauty_salon}","['Super many_gym,Low_Noise', 'Super many_beauty_salon']","Super many_gym,Low_Noise",Super many_beauty_salon,0.1406858924395947,0.7176938369781312,2.9162349733743222
1056,"{Super many_gym,Super many_beauty_salon -> Low_Noise}","['Super many_gym,Super many_beauty_salon', 'Low_Noise']","Super many_gym,Super many_beauty_salon",Low_Noise,0.1406858924395947,0.8317972350230416,0.9597085004807215
1057,"{Super many_beauty_salon,Low_Noise -> Super many_school}","['Super many_beauty_salon,Low_Noise', 'Super many_school']","Super many_beauty_salon,Low_Noise",Super many_school,0.1328916601714731,0.6379794200187091,2.5780396720756027
1058,"{Super many_school,Low_Noise -> Super many_beauty_salon}","['Super many_school,Low_Noise', 'Super many_beauty_salon']","Super many_school,Low_Noise",Super many_beauty_salon,0.1328916601714731,0.6373831775700934,2.5899053581074583
1059,"{Super many_beauty_salon,Super many_school -> Low_Noise}","['Super many_beauty_salon,Super many_school', 'Low_Noise']","Super many_beauty_salon,Super many_school",Low_Noise,0.1328916601714731,0.8246674727932286,0.9514823449583744
1060,"{Super many_bus_station,Low_Noise -> Super many_cafe}","['Super many_bus_station,Low_Noise', 'Super many_cafe']","Super many_bus_station,Low_Noise",Super many_cafe,0.13347622759158223,0.6611969111969113,2.644787644787645
1061,"{Super many_cafe,Low_Noise -> Super many_bus_station}","['Super many_cafe,Low_Noise', 'Super many_bus_station']","Super many_cafe,Low_Noise",Super many_bus_station,0.13347622759158223,0.631336405529954,2.6688784457823096
1062,"{Super many_bus_station,Super many_cafe -> Low_Noise}","['Super many_bus_station,Super many_cafe', 'Low_Noise']","Super many_bus_station,Super many_cafe",Low_Noise,0.13347622759158223,0.845679012345679,0.9757249755750955
1063,"{Super many_bus_station,Low_Noise -> Super many_gym}","['Super many_bus_station,Low_Noise', 'Super many_gym']","Super many_bus_station,Low_Noise",Super many_gym,0.11009353078721745,0.5453667953667953,2.35195159144739
1064,"{Super many_gym,Low_Noise -> Super many_bus_station}","['Super many_gym,Low_Noise', 'Super many_bus_station']","Super many_gym,Low_Noise",Super many_bus_station,0.11009353078721745,0.5616302186878727,2.3742061633493927
1065,"{Super many_gym,Super many_bus_station -> Low_Noise}","['Super many_gym,Super many_bus_station', 'Low_Noise']","Super many_gym,Super many_bus_station",Low_Noise,0.11009353078721745,0.8345642540620383,0.9629010233467582
