Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
dUPaip9XyZ0LZUpl3K6Ncg,Momed Atwater Village,"Mediterranean,Cocktail Bars",$11-30,$11-30,,27,30,50,123,184,Yes,Full Bar,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,"Casual, Trendy, Romantic",Casual,Average,
N7kYNSjGm4MEao5BMRCIgQ,Preux & Proper,"American (New),Southern,Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,Yes,Yes,Street,,No,Yes,Yes,No,,"Casual, Trendy",Casual,Average,
8efc5mYSXUk-GONWr1IScQ,Crispy Pork Gang,"Thai,Seafood",Under $10,Under $10,"
                                A
                            ",231,59,74,115,130,Yes,No,,No,,No,No,Valet,,Yes,No,,No,,Casual,Casual,Average,
XN31yqCpt4_aOJDoceuCvw,All’Acqua,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",27,46,72,129,235,Yes,Full Bar,,Yes,,,No,"Valet, Street, Private Lot",,Yes,Yes,Yes,No,,"Trendy, Romantic",Casual,Average,
E_3yd3pJAxFPp-zt7aCtZg,Amante Restaurant,"Italian,Pizza,Bars",$11-30,$11-30,"
                                A
                            ",80,31,26,46,153,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,"Casual, Intimate",Casual,Average,
WRPH65UzCmUB7D7IXdZ7Lw,Tip’s House,"Thai,Salad,Seafood",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,No,No,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Quiet,
GKQApReu8U9hip4A2ApJ_A,Osteria La Buca,"Italian,Pizza,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,,No,,Romantic,Casual,Average,
lRScnMRd-FBlT5QQyrUEUQ,PASTA e PASTA by Allegro,"Italian,Japanese",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,No,No,"Street, Private Lot",,Yes,Yes,,No,,"Casual, Trendy, Intimate",Casual,Average,
v-cXn9BzsHGgDPmPD1fEkw,Baroo,"American (New),Asian Fusion,Vegetarian",$11-30,$11-30,,8,8,27,90,229,Yes,No,,No,,No,No,Private Lot,,Yes,No,,No,,"Hipster, Casual",Casual,Average,
4uSZ0G-8hteI26CBYWnwgg,Amandine Patisserie Cafe KTown,"Bakeries,Breakfast & Brunch,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,"Valet, Street, Private Lot",,Yes,No,Yes,Free,,"Casual, Trendy, Classy",Casual,Average,
NlT-6hFP0_6hPo36AW2lIA,Poppy + Rose,"Breakfast & Brunch,American (New),Comfort Food",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,"Garage, Street",,Yes,,Yes,No,,"Hipster, Casual, Trendy",Casual,Average,
Ycw6w4wlsQAIMyogytkbgw,Xlanes Family Entertainment Center,"Bowling,Arcades,Sports Bars",Moderate,Moderate,"
                                A
                            ",153,71,135,233,253,Yes,Full Bar,,,,No,No,"Garage, Validated",,,Yes,,Free,,"Casual, Trendy",,Loud,
Eyw8qIh5LjbBXAYqdekk1A,Oh My Poki,"Asian Fusion,Seafood,Hawaiian",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,No,,,Yes,Validated,,Yes,No,,No,,Casual,Casual,Average,
H9ZlIqEp930ZRniH6VRp8w,Papa Cristo’s,"Greek,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,Yes,"Valet, Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,
KI8jkRtwT8va9O8Aw8akRg,Barbara’s At The Brewery,"American (New),Bars",$11-30,$11-30,"
                                A
                            ",20,26,29,74,97,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,No,,Free,,"Hipster, Casual",Casual,Average,
GS-MDD8-l0aA1gciNAJNHg,El Camaron Pelado,"Mexican,Seafood,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
DJek3FUewBzMc0gS-Gms9w,The Morrison,"Gastropubs,Burgers,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
TQjFx3yzyUYBdWb-MpIfvQ,Fisherman’s Outlet,"Seafood Markets,Seafood",$11-30,$11-30,"
                                A
                            ",29,36,104,362,486,Yes,Beer & Wine Only,,No,,,Yes,"Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,
wfPL9HN8BKwk6Q5dDzIb0Q,Nayeb Kabab,"Persian/Iranian,Fast Food",Under $10,Under $10,"
                                A
                            ",2,0,0,2,22,Yes,,,,,,Yes,,,Yes,No,,No,,,,Loud,
xinlZt7g7kCgNDoapBvdoA,Chosun Galbee,"Korean,Bars,Barbeque",$31-60,$31-60,"
                                A
                            ",93,97,199,580,550,Yes,Full Bar,,No,,,Yes,Valet,,Yes,Yes,,No,,Casual,Casual,Average,
b1CxnE2kErynRw9PQ8G_9Q,Yxta Cocina Mexicana,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,No,,"Casual, Trendy",Casual,Average,
cJ_-7MywlZgLvvsS4u7jaQ,Tam O’Shanter,"Pubs,British",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
SC8JygWEEGXCmykQrfdHzg,Natalie Peruvian Seafood Restaurant,"Seafood,Peruvian",$11-30,$11-30,"
                                A
                            ",27,19,45,149,119,Yes,No,,No,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
TZYQHRWHtzWeqM4XYFKUFQ,Sizzler,"Seafood,Steakhouses,Salad",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,No,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
f4TDd-jJ5wuVD3pQsyW8NA,La Sirenita,"Mexican,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,,,Yes,No,,No,,Casual,Casual,Loud,
xDC6cPgl72j1sWzFdZG8EQ,Buon Gusto Ristorante,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,No,"Street, Private Lot",,Yes,Yes,Yes,Free,,Intimate,Casual,Quiet,
ZPwCSUHWt8CLGUDxV6VtiA,The Original Khun Dang Thai Restaurant,"Thai,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
4QjMp6h-W6r4j_HP1COjiQ,Horseless Carriage Restaurant,"American (Traditional),Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
Av98IuqKzzsUGA7RDic2PQ,Los Tres Hermanos Restaurant,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",65,44,43,59,57,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
TFGdRgGbOqkXo9UYMtxJwQ,Sizzlin Kabob,"Mediterranean,Middle Eastern,Barbeque",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,"Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,
Q_2osW6Xmi0ZPmOoAVhGGw,Eagle Russian and Armenian Cuisine,"Mediterranean,Armenian,Russian",$11-30,$11-30,,14,5,5,16,109,Yes,No,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
BWd06JUkb2qJLn-HH3_phQ,Mercado Buenos Aires,"Steakhouses,Argentine",$11-30,$11-30,"
                                A
                            ",30,22,33,169,256,Yes,No,,Yes,,,No,"Street, Private Lot",,Yes,No,,Free,,Casual,Casual,Average,
mpHuk0qkvHj7nQsGY1aNEw,Mariscos Corona,"Mexican,Seafood",Under $10,Under $10,"
                                A
                            ",10,4,5,19,66,Yes,No,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
968e6d9QUE2TsgP4WcaGVw,CF Food Kitchen,"American (New),Cajun/Creole",$11-30,$11-30,"
                                A
                            ",9,11,22,89,351,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Quiet,
ZHlVMBWx3G_aXkDutCksrQ,Nada Fresh Mexican Grill,"Mexican,Seafood",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Private Lot,,Yes,No,Yes,Free,,Casual,Casual,Average,
R9SY_XYe23c6QmpioKZ8VA,Kebab Halebi,"Middle Eastern,Mediterranean,Syrian",$11-30,$11-30,"
                                A
                            ",27,8,9,39,218,Yes,No,,Yes,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
aoCS0PVs-y1SI5t1jiXlmA,La Sirenita Express,"Seafood,Mexican",$11-30,$11-30,"
                                A
                            ",27,15,6,20,38,Yes,Beer & Wine Only,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
FkCXYECSMNyLjLQiz3r2TA,Odyssey,"American (New),Venues & Event Spaces,Steakhouses",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,,Free,,Romantic,Dressy,Average,
xvD5_h7j5130fpB1RP44Ag,Saborcitos Latinos,"Mexican,Seafood",$11-30,$11-30,"
                                A
                            ",4,2,6,20,115,Yes,No,,Yes,,No,No,Private Lot,,Yes,No,Yes,Free,,Casual,Casual,Average,
T5DSjFBrj0-VaZEP2m_IOA,Casa De Pizza,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
W72F8R4DGeLua6vQPfi1Rw,Mariscos Las Islitas,"Mexican,Seafood,Empanadas",$11-30,$11-30,"
                                A
                            ",42,13,13,20,22,Yes,Beer & Wine Only,,Yes,,,No,"Valet, Private Lot",,Yes,No,,Free,,,Casual,Average,
NDO2PnVLkn_jj-pZVzdNLw,94th Aero Squadron,"Steakhouses,Venues & Event Spaces,Burgers",$11-30,$11-30,"
                                A
                            ",87,78,88,136,186,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,Yes,Free,,,Casual,Average,
zET2-R9cFIrVLq_-jYwOQQ,Jabal Lebnan Mediterranean Kitchen,"Mediterranean,Lebanese",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,,Free,,Casual,Casual,Quiet,
TKKCPrBj29xiBxevGB6jhg,The Mandarin Terrace,"Chinese,Asian Fusion,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Quiet,
ncN3HFlCunhE8ev9yU2Cew,Salsa & Beer,"Mexican,Beer Bar",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,No,,No,,Casual,Casual,Loud,
iv7ot8WuMdOsKD1-CJcQog,DeFranko’s Submarines,"Italian,Sandwiches,Salad",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,No,,,Yes,"Street, Private Lot",,Yes,No,,No,,Casual,,Average,
4us5u1Gn8NXARppQSmKHWA,Tequila’s Bar & Grill,"Mexican,Sports Bars,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
PEHM9AEqq0ca3vACyOMEwA,Lusy’s Mediterranean Cafe & Grill,"Mediterranean,Soup",$11-30,$11-30,"
                                A
                            ",13,23,32,125,532,Yes,No,,Yes,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Quiet,
DfmaMh5rJQ_o9vEvhfUDgQ,Uncle Tony’s Pizzeria,"Italian,Pizza,Chicken Wings",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,Yes,Yes,Private Lot,,Yes,Yes,,Free,,Casual,,Average,
eXfzWazrGc_fPrZEdPS3Tg,Acapulco Mexican Restaurant Y Cantina,"Mexican,Bars,Buffets",$11-30,$11-30,"
                                A
                            ",36,17,27,37,68,Yes,Full Bar,,Yes,,No,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
Mfa5dHJKcY4K-c3IQIxKkA,Krimsey’s Cajun Kitchen,"Cajun/Creole,Vegan,Southern",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,No,No,Free,,"Casual, Trendy",Casual,Average,
Lch7ix5HcxnL0LreMA1nyQ,Ocean Cafe & Restaurant,"Mediterranean,Hookah Bars,Seafood",$11-30,$11-30,"
                                A
                            ",67,24,45,71,105,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Loud,DJ
ATBCn9WNmSbjq1GtonS2gg,Kashcool Kitchen,"Persian/Iranian,Middle Eastern",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,No,No,"Garage, Street",,Yes,,Yes,Free,,Casual,Casual,Average,
VacgHAqB8xLiL7tlkU2yjg,Lido Pizza,"Pizza,Italian,Salad",$11-30,$11-30,"
                                A
                            ",27,37,55,170,316,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
W93PU2PI1qGDAZLyRv4hMg,A & W Barbecue Seafood Restaurant,"Barbeque,Seafood,Dim Sum",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
tYFKy96xD-nRN49ZLOe3JQ,Noho Shawarma House,Mediterranean,Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,No,Free,,Casual,Casual,Average,
GRaBTVLEtDoHjocITZrMIA,Olympus Greek Tavern,"Greek,Mediterranean",$11-30,$11-30,"
                                A
                            ",6,8,2,10,31,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,"Casual, Intimate",Casual,Quiet,
zw7drID-xY0MldixZlpgoQ,Jeje Chicken,"Mediterranean,Halal,Kebab",Under $10,Under $10,"
                                A
                            ",48,32,40,94,369,Yes,No,,Yes,,,Yes,"Garage, Street, Private Lot, Validated",,Yes,No,,Free,,Casual,Casual,Quiet,
IXAGjpyvIODNG5lzjkiFxQ,Roma Deli,"Italian,Delis,Sandwiches",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,Free,,Casual,,Average,
4PoO44hdEUP4XaHjGzgN1g,Sylmars Fix,"Italian,Sandwiches,Juice Bars & Smoothies",Under $10,Under $10,"
                                A
                            ",53,26,41,149,356,Yes,No,,Yes,,No,No,Private Lot,,Yes,No,Yes,No,,Casual,,Average,
7Q2OnF2IQWR32G1qVYup3Q,Caruso’s Pizza,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
JgjWjllG1MVR30ROuFlLyA,NoHo Cafe,"Mediterranean,Middle Eastern,Persian/Iranian",$11-30,$11-30,"
                                A
                            ",4,8,5,25,320,Yes,No,,Yes,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Quiet,
AluwUDUau6vyEIoK-b4rfg,Ireland’s 32,"Dive Bars,Karaoke,Irish",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,Yes,No,,Free,,"Divey, Casual",Casual,Average,Live
Ei1aQrXl-00iNDU-EQQ6Bw,Robin Hood British Pub,"British,Pubs,Fish & Chips",$11-30,$11-30,"
                                A
                            ",27,27,52,155,150,Yes,Full Bar,,No,,,No,Street,,Yes,,,Free,,Casual,Casual,Average,
fWuMtaUKgC8Qnohwpdz3ng,Springbok Bar & Grill,"Sports Bars,American (New)",$11-30,$11-30,"
                                A
                            ",55,40,82,206,228,Yes,Full Bar,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,Juke Box
7r7xJ6SvYgK4BNYlpRXGLw,LeBlanc Restaurant,"Armenian,Mediterranean,Middle Eastern",$11-30,$11-30,"
                                A
                            ",10,2,3,0,56,Yes,No,,Yes,,No,Yes,Private Lot,,Yes,Yes,Yes,Free,,,Casual,Average,
vHK55SlLCEgMZ_U-Qy7mBA,Ali Baba Persian Restaurant,Persian/Iranian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
J77Cu2pjdkl9aSqTm50aTQ,Gary Bric’s Ramp,"Steakhouses,Seafood,Lounges",$11-30,$11-30,"
                                A
                            ",22,22,28,58,154,Yes,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
VWwt4ZSoqpKp2BZYbcZMKQ,Joe’s Cafe,"Breakfast & Brunch,American (New),Tapas/Small Plates",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,Yes,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
dtCVjnGGqynLVKBvw-ZASQ,Mofongos,"Latin American,Puerto Rican,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
Cq3JtMhK69_jZ1L3gTaUjw,Tonir Cafe,"Mediterranean,Armenian",Under $10,Under $10,"
                                A
                            ",9,11,13,72,268,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
wGUeF5gUbJNL3NgbUcoeEQ,Presto Pasta,"Italian,Pizza",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
g70djJgidxxTAEsTum5Lbg,Guido’s Pizza & Pasta,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Quiet,
TZxCUmDXlrtOWE1RrdwW3A,Fish Dish,Seafood,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,Yes,No,,Casual,Casual,Average,
e2hdxCk-FhtMHOZKhb0MiQ,E.D.B.,"American (New),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,Yes,Private Lot,,Yes,No,,Free,,,,Average,
s25buuFySDivV0YufJrsxg,Fast N Fresh Mexican Grill,"Mexican,Seafood,Breakfast & Brunch",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,,,Yes,No,,No,,Casual,Casual,Average,
YkKS9jRM-Z80Wn6emYk1Tw,Hugo’s,"American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
Pj08MbNLLwdLnJS0ImsMkA,Fresh Potato Factory,"American (New),Vegetarian,Burgers",Under $10,Under $10,"
                                A
                            ",28,27,41,110,306,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
r9icxCzxuCu_3J330-FgRA,Chili’s,"American (Traditional),Tex-Mex,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
w7pBgVa4fwmm1cEX6jDZiA,Emle’s,"American (Traditional),Breakfast & Brunch,Mediterranean",$11-30,$11-30,"
                                A
                            ",74,52,66,120,216,Yes,Beer & Wine Only,,Yes,,Yes,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
Yq1QXykhsY-v-4mb3PN1Bw,Kickin Kasian,"Seafood,Cajun/Creole,Asian Fusion",$11-30,$11-30,"
                                A
                            ",117,70,113,276,433,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
JalNfpM5msgPwHaQkQSgCQ,Maria’s Italian Kitchen,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",47,41,37,71,167,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
qoynFHUeHcunkBrDjzLn3A,Big Wangs,"Sports Bars,Chicken Wings,American (Traditional)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,Yes,Free,,Casual,,Very Loud,
ghmI6J4VmslTdW8xcJCAvA,Pita Pockets,"Mediterranean,Lebanese",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,No,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
2DMZzDyhMjE6T1Oha_nGYg,La Bamba Island Cuisine,"Cuban,Caribbean,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
6QVau0zTlfJodbe3reJBEw,Crab N Grab,"Seafood,Cajun/Creole,Asian Fusion",$11-30,$11-30,"
                                A
                            ",53,21,18,35,141,Yes,No,,Yes,,No,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
vW4z0iQMNM_u8nMluVdM1w,Rodini Park,"Bakeries,Mediterranean,Salad",Under $10,Under $10,"
                                A
                            ",44,33,61,142,943,Yes,No,,Yes,,,Yes,"Valet, Garage, Street, Private Lot, Validated",,Yes,No,Yes,Free,,"Casual, Trendy",Casual,Average,
ncEvpljfx7mgjGDvWxYtyA,Outback Steakhouse,Steakhouses,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
zMLr6jxSWEFqYQAPgJ7zMA,The Crabby Crab,Seafood,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
JDNz8G7ZQGMgXBL_hH0bdw,Oliva Trattoria,"Pizza,Italian",$11-30,$11-30,"
                                A
                            ",60,50,50,120,167,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
f2wwGhWoIFNB0qSmpZDE0A,The Oaks Tavern,"Karaoke,Sports Bars,Pool Halls",Moderate,Moderate,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,,,No,No,"Street, Private Lot",,,Yes,Yes,No,,Casual,,Average,Karaoke
983q0UODra5chM3C7_WI_g,Buffalo Wild Wings,"Chicken Wings,Sports Bars,American (Traditional)",$11-30,$11-30,"
                                A
                            ",304,124,82,81,93,Yes,Full Bar,,No,,,Yes,"Garage, Validated",,Yes,No,,Free,,Casual,,Loud,
cDdgzU3Yx9CZv0r4MGrr3w,the Sherman,"Cocktail Bars,American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",38,52,49,109,299,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,
jHUEnk7iUvHmXBodKSPHNg,Spumoni Restaurant,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",20,17,34,101,543,Yes,Beer & Wine Only,,Yes,,No,No,"Street, Private Lot",,Yes,No,Yes,No,,Casual,Casual,Average,
6lyATTyAjD45AM_bGiI2jQ,Anejo Cantina and Grill,"Mexican,Cocktail Bars,Lounges",$11-30,$11-30,,161,91,96,174,503,Yes,Full Bar,,No,,Yes,Yes,"Garage, Street, Private Lot",,Yes,Yes,Yes,Free,,"Casual, Classy",Casual,Average,Live
ACkNtK5sBRA6C-Hgsqv_9Q,Modo Mio Cucina Rustica,"Italian,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,Yes,Yes,Yes,No,,"Casual, Intimate, Romantic, Classy",Casual,Quiet,
X4wC-UUiJzC_FLmVWKRf4Q,Mel’s Drive-In,"American (Traditional),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",84,65,112,126,110,Yes,No,,No,,,Yes,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
RPvKo_1oNFkjB_Mc8bRdaA,Blu Jam Cafe,"Breakfast & Brunch,American (New),Modern European",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,Yes,Yes,Private Lot,,Yes,No,Yes,Free,,Casual,Casual,Average,
2W8wW8Uy8iO-XHgpr5JV7g,Fish Dish,"Seafood,Fish & Chips",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
fFCMkTWV1i4fHEh9DKNYUQ,Marmalade Cafe - Sherman Oaks,"Breakfast & Brunch,Bars,Burgers",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
BbIDkONhrXwGynZKl_kHbw,MidiCi The Neapolitan Pizza Company,"Pizza,Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",115,113,163,358,1456,Yes,Beer & Wine Only,,Yes,,Yes,Yes,"Garage, Street",,Yes,No,Yes,No,,"Casual, Trendy",Casual,Average,
IEanQPESKzqJTJ7sumdh0g,On The Thirty,"American (New),Bars,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Garage, Street, Private Lot, Validated",,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
DeeAn79oA2c_OKBPoVsv0g,Pita kitchen,"Middle Eastern,Mediterranean",Under $10,Under $10,"
                                A
                            ",47,51,93,304,456,Yes,No,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
qKPtGXihqHnZiUvuJMBZ7g,The Cheesecake Factory,"American (New),Desserts",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Garage,,Yes,Yes,,No,,Casual,Casual,Average,
